Mouse_20110408_610x610x660um, min seglength =  50.0
609.280000 609.280000 662.000000 box dimensions in microns
30   30   30	number of tissue points in x,y,z directions
50.	outer bound distance (100. in test case)
100.	max. segment length.  (5. in test case)
4 nodsegm, max. allowed number of segments per node
3573	total number of segments
name  type   from   to   diam. rel. flow  hem.
7077 4 7479 4666 6.000000 0.099802 0.400000
7078 4 7479 7486 5.000000 -0.077186 0.400000
7085 4 7486 7495 5.000000 -0.077186 0.400000
7094 4 7495 4121 5.000000 -0.077186 0.400000
7100 4 7479 18550 4.000000 -0.022617 0.400000
7109 4 4113 4029 3.000000 -0.298404 0.400000
7115 4 18550 4682 4.000000 -0.022617 0.400000
7123 4 7523 18551 7.000000 0.373035 0.400000
7128 4 18551 7531 7.000000 0.373035 0.400000
7131 4 7523 7544 3.000000 -0.175840 0.400000
7140 4 7544 4020 4.000000 -0.121255 0.400000
7142 4 7531 7553 7.500000 1.635273 0.400000
7143 4 7522 7560 4.000000 -0.062018 0.400000
7150 4 7560 7568 4.000000 -0.062018 0.400000
7168 4 7580 1921 2.500000 0.128389 0.400000
7170 4 7580 7583 2.000000 -0.340225 0.400000
7173 4 7583 7591 2.000000 0.178900 0.400000
7181 4 7591 7597 2.000000 0.178900 0.400000
7190 4 5373 7605 5.000000 -0.302612 0.400000
7200 4 7605 7613 5.000000 -0.302612 0.400000
7204 4 7613 7621 5.000000 -0.302612 0.400000
7212 4 7621 7629 5.000000 -0.302612 0.400000
7220 4 3792 7597 5.000000 0.253891 0.400000
7221 4 7629 13141 5.000000 -0.302612 0.400000
7223 4 19302 18919 7.000000 -23.561983 0.400000
7224 4 2836 7635 12.500000 -15.511686 0.400000
7230 4 7643 2822 4.000000 -1.298142 0.400000
7231 4 7643 10039 2.000000 0.519126 0.400000
7235 4 3715 7647 10.500000 -1.685412 0.400000
7236 4 7647 7653 10.000000 -1.750116 0.400000
7243 4 7659 7655 11.000000 1.741753 0.400000
7258 4 18564 7678 3.000000 0.632787 0.400000
7264 4 7678 7686 3.000000 0.632787 0.400000
7272 4 7686 7693 3.000000 0.632787 0.400000
7279 4 7693 493 2.000000 0.673204 0.400000
7281 4 7693 18565 3.000000 -0.040418 0.400000
7284 4 18565 3771 3.000000 -0.040418 0.400000
7295 4 5718 5716 6.000000 -0.271234 0.400000
7296 4 5716 7713 4.000000 0.144375 0.400000
7303 4 7426 7713 4.000000 -0.144375 0.400000
7311 4 4445 7720 3.000000 -0.456250 0.400000
7313 4 7326 4322 5.000000 0.017610 0.400000
7315 4 7324 5739 6.000000 0.381701 0.400000
7319 4 7730 7738 10.000000 0.484530 0.400000
7327 4 10613 7738 10.000000 -0.484530 0.400000
7328 4 18572 7746 3.000000 -0.037574 0.400000
7332 4 7746 7747 3.500000 0.035198 0.400000
7333 4 7746 7748 3.000000 -0.072772 0.400000
7337 4 4740 4741 6.500000 0.251499 0.400000
7339 4 1685 3816 16.000000 -19.605537 0.400000
7341 4 11823 969 4.000000 -1.085078 0.400000
7343 4 3375 7755 8.000000 12.232794 0.400000
7344 4 7755 8584 8.000000 11.271140 0.400000
7350 4 18577 839 10.000000 -17.563509 0.400000
7362 4 7767 7775 5.000000 0.153690 0.400000
7370 4 7775 7779 5.000000 0.153690 0.400000
7374 4 7780 7779 5.000000 -0.144231 0.400000
7375 4 7780 7787 5.000000 0.196042 0.400000
7382 4 7787 7791 5.000000 0.196042 0.400000
7387 4 7794 18584 6.500000 -0.144020 0.400000
7394 4 18582 7779 4.000000 -0.009459 0.400000
7402 4 18582 7811 4.000000 0.009459 0.400000
7404 4 7812 7811 6.000000 -0.108618 0.400000
7405 4 7812 18584 6.500000 0.144020 0.400000
7407 4 7815 6086 5.000000 -0.118394 0.400000
7409 4 18586 11864 3.000000 0.047531 0.400000
7415 4 18586 7832 3.000000 -0.047531 0.400000
7425 4 7832 5385 3.000000 -0.047531 0.400000
7432 4 7838 7849 3.500000 0.047682 0.400000
7448 4 18922 18350 18.500000 -312.638214 0.400000
7457 4 18591 7866 8.000000 4.345319 0.400000
7469 4 7873 7866 8.000000 -4.345319 0.400000
7473 4 7166 7883 5.000000 0.787881 0.400000
7483 4 2479 58 10.000000 4.291162 0.400000
7486 4 5343 7890 5.500000 0.576503 0.400000
7488 4 7890 7905 5.500000 0.576503 0.400000
7503 4 7905 7913 5.500000 0.576503 0.400000
7511 4 7913 7921 5.500000 0.576503 0.400000
7519 4 7921 7922 5.500000 0.576503 0.400000
7520 4 7922 7925 4.000000 0.482047 0.400000
7526 4 5783 18914 7.000000 -9.322330 0.400000
7528 4 3847 7937 3.500000 -0.075760 0.400000
7535 4 18594 7946 2.500000 -0.018985 0.400000
7544 4 7946 7954 2.500000 -0.018985 0.400000
7552 4 7954 7959 2.500000 -0.018985 0.400000
7557 4 7959 7966 3.000000 -0.075183 0.400000
7564 4 7966 7970 3.000000 -0.075183 0.400000
7568 4 7970 7975 5.500000 0.259571 0.400000
7573 4 7975 8563 6.500000 0.207742 0.400000
7578 4 7937 7994 4.000000 -0.056775 0.400000
7586 4 7994 8002 4.000000 -0.056775 0.400000
7594 4 8002 8009 4.000000 -0.056775 0.400000
7601 4 8009 8017 4.000000 -0.056775 0.400000
7609 4 8017 8025 4.000000 -0.056775 0.400000
7621 4 8031 8026 7.500000 1.177116 0.400000
7622 4 8031 8036 7.000000 -0.484529 0.400000
7627 4 8036 8044 5.000000 0.100893 0.400000
7635 4 8044 10781 5.000000 0.100893 0.400000
7638 4 8036 8051 7.000000 -0.585422 0.400000
7640 4 8057 18599 3.000000 -0.406153 0.400000
7650 4 8063 8057 3.500000 -0.682482 0.400000
7651 4 8063 1685 3.500000 0.833105 0.400000
7653 4 18599 8072 3.000000 -0.406153 0.400000
7660 4 8072 18600 2.000000 0.734347 0.400000
7668 4 18600 5316 2.000000 0.734347 0.400000
7671 4 18604 8057 2.000000 0.276330 0.400000
7672 4 18604 8093 2.000000 -0.276330 0.400000
7679 4 8093 8094 2.000000 -0.276330 0.400000
7680 4 8094 8101 4.500000 0.374069 0.400000
7687 4 8101 8103 4.500000 0.374069 0.400000
7690 4 8104 8112 5.000000 -0.339507 0.400000
7698 4 8112 8119 5.000000 -0.339507 0.400000
7705 4 8119 8126 5.000000 -0.339507 0.400000
7712 4 8126 8134 5.000000 -0.339507 0.400000
7720 4 18606 8142 5.000000 -0.809107 0.400000
7728 4 5783 8212 8.500000 7.829247 0.400000
7730 4 8063 8104 5.000000 -0.150623 0.400000
7738 4 8152 18609 6.000000 -7.383444 0.400000
7743 4 18609 2836 6.000000 -7.383444 0.400000
7745 4 2952 2953 6.000000 -4.914761 0.400000
7746 4 2952 2946 6.000000 4.914761 0.400000
7751 4 8161 8162 5.000000 -0.142878 0.400000
7752 4 8162 8172 3.000000 -0.016915 0.400000
7762 4 8172 8180 3.000000 -0.016915 0.400000
7770 4 8180 18744 3.000000 -0.016915 0.400000
7773 4 8162 8192 4.000000 -0.125963 0.400000
7782 4 8192 8200 4.000000 -0.125963 0.400000
7803 4 8215 8212 8.500000 -7.829247 0.400000
7804 4 8215 8220 7.000000 7.011047 0.400000
7806 4 18612 2608 7.500000 -10.462831 0.400000
7812 4 2604 2608 6.000000 11.747038 0.400000
7815 4 8142 5367 5.000000 -0.809107 0.400000
7824 4 4383 19313 8.000000 -8.521602 0.400000
7829 4 18734 4252 10.000000 3.495882 0.400000
7833 4 6303 6282 13.000000 2.712726 0.400000
7837 4 5954 18623 4.000000 -0.643598 0.400000
7840 4 18623 8250 4.000000 -0.643598 0.400000
7848 4 8250 8257 4.000000 -0.643598 0.400000
7855 4 8257 8284 4.000000 -0.643598 0.400000
7860 4 8271 5933 3.000000 0.156189 0.400000
7869 4 8271 8281 3.000000 -0.156189 0.400000
7883 4 8284 8290 4.000000 -0.643598 0.400000
7889 4 6014 18625 2.000000 0.653277 0.400000
7890 4 18625 8299 2.000000 0.653277 0.400000
7898 4 8299 6241 2.000000 0.653277 0.400000
7902 4 18188 8309 7.000000 -8.957721 0.400000
7909 4 8309 8317 7.000000 -8.957721 0.400000
7918 4 8319 8317 7.000000 8.957721 0.400000
7919 4 8319 8326 8.000000 -10.276706 0.400000
7930 4 8331 8326 8.000000 10.276706 0.400000
7936 4 8340 6509 5.000000 2.694376 0.400000
7938 4 18629 18782 7.000000 0.177511 0.400000
7940 4 8333 8331 7.000000 11.575929 0.400000
7944 4 18468 8352 7.000000 -5.582626 0.400000
7950 4 8352 6411 7.000000 -5.582626 0.400000
7952 4 3408 8358 7.000000 4.670618 0.400000
7959 4 3185 3186 7.000000 -4.607612 0.400000
7963 4 3553 18632 2.500000 0.064036 0.400000
7967 4 18632 7568 2.500000 0.064036 0.400000
7973 4 7522 7523 6.000000 0.197195 0.400000
7974 4 2286 8435 5.000000 -0.017167 0.400000
7978 4 8375 8383 6.000000 -0.212552 0.400000
7986 4 8383 8390 6.000000 -0.212552 0.400000
7993 4 8390 8397 6.000000 -0.212552 0.400000
8000 4 8397 8401 6.000000 -0.212552 0.400000
8002 4 8429 8401 5.000000 0.126470 0.400000
8007 4 8401 8409 4.500000 -0.086082 0.400000
8010 4 8409 14115 6.000000 -0.250074 0.400000
8012 4 2286 2285 7.000000 0.327109 0.400000
8014 4 3593 18636 4.000000 0.073734 0.400000
8022 4 8421 18636 4.000000 -0.073734 0.400000
8024 4 8421 8423 6.000000 0.082440 0.400000
8026 4 8423 8428 4.000000 0.029623 0.400000
8038 4 8435 8443 5.000000 -0.017167 0.400000
8046 4 8443 8451 5.000000 -0.017167 0.400000
8054 4 8451 8459 5.000000 -0.017167 0.400000
8062 4 8459 8465 5.000000 -0.017167 0.400000
8068 4 8465 8471 3.000000 0.043094 0.400000
8074 4 18638 8479 4.000000 0.008706 0.400000
8082 4 8479 8487 4.000000 0.008706 0.400000
8090 4 8487 8421 4.000000 0.008706 0.400000
8094 4 8428 4145 4.000000 0.064011 0.400000
8097 4 3244 3239 5.500000 6.622859 0.400000
8102 4 5083 8500 6.000000 4.771587 0.400000
8104 4 3244 4475 5.000000 2.191753 0.400000
8114 4 8500 8507 6.000000 4.771587 0.400000
8121 4 8514 18763 6.000000 -4.771587 0.400000
8124 4 6567 4417 5.000000 -1.274818 0.400000
8130 4 4199 8094 3.000000 0.650399 0.400000
8135 4 9659 8103 5.000000 1.400135 0.400000
8138 4 4771 8531 5.000000 0.929337 0.400000
8145 4 8531 8539 5.000000 0.929337 0.400000
8153 4 8539 8545 5.000000 0.929337 0.400000
8159 4 8545 8549 6.000000 -5.397160 0.400000
8162 4 8549 8550 8.000000 -3.943159 0.400000
8163 4 8550 8559 7.000000 -7.772825 0.400000
8172 4 8559 8560 7.000000 -7.772825 0.400000
8177 4 7959 8570 3.000000 0.056198 0.400000
8184 4 8570 8771 3.000000 0.056198 0.400000
8191 4 7970 13250 5.000000 -0.334753 0.400000
8200 4 8584 8586 8.000000 11.271140 0.400000
8202 4 8586 18684 4.000000 0.617985 0.400000
8205 4 6773 6769 6.000000 2.255128 0.400000
8208 4 5160 8591 6.000000 -1.959473 0.400000
8216 4 18825 4148 13.000000 13.387912 0.400000
8218 4 8428 8608 6.000000 -0.034388 0.400000
8219 4 8608 18649 3.000000 -0.015251 0.400000
8225 4 18649 9735 3.000000 -0.015251 0.400000
8234 4 4265 8630 3.000000 -0.075054 0.400000
8244 4 8630 8631 3.000000 -0.075054 0.400000
8251 4 8637 8645 5.000000 -1.429145 0.400000
8259 4 8645 8650 5.000000 -1.429145 0.400000
8265 4 8650 8659 3.500000 1.082743 0.400000
8273 4 8659 8664 3.500000 1.082743 0.400000
8278 4 8664 18653 7.000000 2.124845 0.400000
8279 4 18653 7002 7.000000 2.124845 0.400000
8281 4 8664 18654 6.000000 -1.042101 0.400000
8284 4 18654 9856 6.000000 -1.042101 0.400000
8290 4 18657 8650 7.000000 2.511889 0.400000
8291 4 18657 8678 7.000000 -2.511889 0.400000
8295 4 8678 10118 7.000000 -4.376564 0.400000
8301 4 10938 8682 4.000000 2.780723 0.400000
8304 4 8696 8703 4.000000 1.207180 0.400000
8308 4 8705 8703 6.500000 -3.301497 0.400000
8310 4 8689 8696 6.000000 0.863672 0.400000
8314 4 6933 1191 12.000000 15.449549 0.400000
8319 4 8706 8714 8.000000 1.173312 0.400000
8327 4 8714 8721 8.000000 1.173312 0.400000
8334 4 18666 8723 10.000000 -1.320594 0.400000
8335 4 18666 8732 10.000000 1.320594 0.400000
8343 4 8732 8739 10.000000 1.320594 0.400000
8350 4 8739 8744 10.000000 1.320594 0.400000
8354 4 8748 8756 9.000000 0.991909 0.400000
8377 4 8771 8779 3.000000 0.056198 0.400000
8385 4 8779 8787 3.000000 0.056198 0.400000
8393 4 8787 3113 3.000000 0.056198 0.400000
8398 4 19116 2813 4.000000 -1.627625 0.400000
8403 4 8826 8808 4.000000 0.058353 0.400000
8414 4 3575 8808 4.000000 -0.058353 0.400000
8418 4 8829 8822 4.000000 0.058353 0.400000
8424 4 8822 8826 4.000000 0.058353 0.400000
8429 4 18674 11265 4.000000 -0.022588 0.400000
8432 4 8829 8830 4.000000 -0.058353 0.400000
8436 4 5620 8840 8.000000 -1.695913 0.400000
8440 4 4538 4536 6.000000 2.706462 0.400000
8441 4 8846 18257 5.000000 0.148785 0.400000
8444 4 5835 8854 5.000000 0.896315 0.400000
8450 4 8854 8863 5.000000 0.896315 0.400000
8459 4 8863 6302 5.000000 0.896315 0.400000
8461 4 6302 9457 5.000000 0.080527 0.400000
8465 4 3357 8874 2.500000 -0.340584 0.400000
8473 4 8874 11090 2.500000 -0.340584 0.400000
8476 4 18679 8885 4.500000 0.030640 0.400000
8483 4 8885 18680 4.500000 0.030640 0.400000
8485 4 18680 9821 4.500000 0.030640 0.400000
8488 4 4825 18388 6.000000 0.442450 0.400000
8490 4 18685 18692 4.000000 -0.042279 0.400000
8501 4 8907 8899 3.000000 0.156292 0.400000
8502 4 8911 8907 6.000000 0.328179 0.400000
8506 4 18684 8911 4.000000 0.617985 0.400000
8507 4 18685 8919 4.000000 0.042279 0.400000
8521 4 1243 8919 4.000000 -0.042279 0.400000
8522 4 18691 3715 15.000000 -7.284158 0.400000
8525 4 1244 18691 15.000000 -7.284158 0.400000
8526 4 8907 8934 4.000000 0.171887 0.400000
8535 4 8934 8938 4.000000 0.171887 0.400000
8539 4 8938 7655 3.500000 0.008364 0.400000
8544 4 8586 8944 7.000000 10.653154 0.400000
8548 4 18692 8899 4.000000 -0.042279 0.400000
8550 4 8899 8951 5.000000 0.114013 0.400000
8557 4 8951 3728 5.000000 0.114013 0.400000
8563 4 18693 5039 16.500000 -12.985174 0.400000
8567 4 7367 18750 12.000000 3.081492 0.400000
8570 4 8974 8983 3.000000 0.043238 0.400000
8581 4 8983 8994 3.000000 0.043238 0.400000
8589 4 8994 9003 5.000000 -0.252523 0.400000
8598 4 9003 9011 5.000000 -0.252523 0.400000
8602 4 7476 8994 7.000000 -0.295761 0.400000
8607 4 9011 9018 5.000000 -0.252523 0.400000
8614 4 9018 9022 5.000000 -0.252523 0.400000
8621 4 9031 9033 5.000000 -0.136586 0.400000
8626 4 9031 9039 5.000000 0.136586 0.400000
8635 4 9039 10010 5.000000 0.136586 0.400000
8642 4 18697 9054 3.000000 -0.141038 0.400000
8655 4 4538 9054 3.000000 0.141038 0.400000
8657 4 9061 9069 5.000000 0.096275 0.400000
8666 4 9047 9069 2.500000 -0.179048 0.400000
8667 4 7544 9081 2.000000 -0.054584 0.400000
8677 4 9081 9084 2.000000 -0.054584 0.400000
8680 4 9084 8026 2.000000 -0.019671 0.400000
8698 4 9090 3728 13.500000 4.891192 0.400000
8699 4 9097 9090 12.000000 4.813844 0.400000
8701 4 1243 1244 14.000000 -7.442292 0.400000
8702 4 9118 9109 5.000000 0.158134 0.400000
8709 4 9109 18704 5.000000 0.158134 0.400000
8712 4 18704 1244 5.000000 0.158134 0.400000
8720 4 9118 9126 5.000000 -0.158134 0.400000
8732 4 9131 9126 5.000000 0.158134 0.400000
8733 4 18707 9138 6.000000 -0.277689 0.400000
8740 4 9138 9141 6.000000 -0.277689 0.400000
8743 4 9141 18708 6.000000 -0.139338 0.400000
8744 4 18708 9150 6.000000 -0.139338 0.400000
8752 4 9150 9158 6.000000 -0.139338 0.400000
8760 4 9158 9166 6.000000 -0.139338 0.400000
8768 4 9166 9208 6.000000 -0.139338 0.400000
8775 4 9141 9182 4.000000 -0.138351 0.400000
8784 4 9182 9191 4.000000 -0.138351 0.400000
8793 4 9191 9193 4.000000 -0.138351 0.400000
8794 4 9193 18709 6.000000 0.935331 0.400000
8797 4 18709 13296 6.000000 0.935331 0.400000
8810 4 9210 9208 2.000000 -0.080035 0.400000
8812 4 5655 9217 2.500000 -0.043070 0.400000
8819 4 9217 9225 2.500000 -0.043070 0.400000
8832 4 7580 9227 2.000000 0.211837 0.400000
8835 4 9238 9235 3.000000 0.326065 0.400000
8841 4 9235 5986 3.000000 0.326065 0.400000
8845 4 9238 9245 3.000000 -0.326065 0.400000
8852 4 9245 5718 3.000000 -0.326065 0.400000
8856 4 7317 9258 4.000000 -0.648074 0.400000
8866 4 9258 10816 4.000000 -0.648074 0.400000
8868 4 18804 5152 14.500000 6.711504 0.400000
8869 4 5160 18804 14.500000 6.711504 0.400000
8871 4 5160 19811 15.500000 -4.676311 0.400000
8875 4 2913 9275 5.000000 1.454000 0.400000
8883 4 9275 8549 5.000000 1.454000 0.400000
8892 4 8545 11306 6.000000 6.326496 0.400000
8894 4 8560 18829 5.000000 2.356689 0.400000
8896 4 9294 8215 4.000000 -0.818200 0.400000
8903 4 9294 9297 4.000000 0.818200 0.400000
8905 4 9307 8134 3.000000 -0.469600 0.400000
8915 4 8072 5776 4.000000 -1.140500 0.400000
8921 4 9317 9297 11.000000 -0.815641 0.400000
8922 4 6769 9326 4.000000 0.610108 0.400000
8930 4 6164 9334 4.000000 -0.742455 0.400000
8938 4 9334 9343 4.000000 -0.742455 0.400000
8947 4 6154 9343 4.000000 0.742455 0.400000
8953 4 9349 6164 4.500000 -1.822559 0.400000
8960 4 2039 19747 22.000000 295.867737 0.400000
8964 4 4774 18535 6.000000 -16.770502 0.400000
8966 4 5823 9360 7.000000 -3.105897 0.400000
8973 4 9360 9368 7.000000 -3.105897 0.400000
8981 4 9368 9376 7.000000 -3.105897 0.400000
8989 4 9376 9384 7.000000 -3.105897 0.400000
8997 4 9384 9389 7.000000 -3.105897 0.400000
9002 4 9389 9395 5.500000 1.679779 0.400000
9008 4 9395 9398 5.500000 1.679779 0.400000
9011 4 9398 9406 5.000000 1.437166 0.400000
9020 4 9406 9523 5.000000 0.400369 0.400000
9021 4 9410 9406 5.000000 -1.036797 0.400000
9023 4 9410 5068 4.000000 -7.908515 0.400000
9025 4 5068 2685 9.000000 7.458262 0.400000
9026 4 9422 9420 4.000000 -0.156053 0.400000
9034 4 9420 6939 4.000000 -0.156053 0.400000
9038 4 7235 11489 4.000000 0.058184 0.400000
9040 4 18731 7244 8.000000 0.226390 0.400000
9041 4 18731 9435 8.000000 -0.226390 0.400000
9049 4 9435 9443 8.000000 -0.226390 0.400000
9057 4 9443 9450 8.000000 -0.226390 0.400000
9064 4 9450 9453 8.000000 -0.226390 0.400000
9070 4 18850 18322 12.000000 -3.091300 0.400000
9075 4 9457 18905 8.000000 -0.497896 0.400000
9077 4 9465 9472 13.000000 -1.778509 0.400000
9080 4 6303 9487 4.000000 -0.070333 0.400000
9084 4 9487 9489 4.000000 -0.070333 0.400000
9086 4 9489 9497 5.000000 -0.036550 0.400000
9095 4 9497 12241 5.000000 -0.036550 0.400000
9106 4 9503 5152 3.000000 0.044941 0.400000
9123 4 9515 9523 5.000000 -0.400369 0.400000
9132 4 8319 18735 4.000000 1.318985 0.400000
9145 4 969 6773 6.000000 4.245638 0.400000
9146 4 5718 9542 5.000000 0.019206 0.400000
9154 4 9542 9550 5.000000 0.019206 0.400000
9167 4 18737 9564 5.000000 -3.090601 0.400000
9176 4 9564 9572 5.000000 -3.090601 0.400000
9184 4 9572 9574 5.000000 -3.090601 0.400000
9185 4 18739 6423 4.000000 -0.618975 0.400000
9188 4 18739 9585 4.000000 0.618975 0.400000
9195 4 8722 9585 4.000000 -0.618975 0.400000
9205 4 9595 5772 3.000000 -0.670934 0.400000
9206 4 9595 9882 3.000000 0.709398 0.400000
9209 4 9595 7002 3.500000 -0.038464 0.400000
9218 4 18744 9606 3.000000 -0.016915 0.400000
9225 4 18746 9606 3.500000 -0.034914 0.400000
9229 4 18746 9621 3.500000 0.034914 0.400000
9237 4 9621 9084 3.500000 0.034914 0.400000
9241 4 9625 8200 4.000000 0.125963 0.400000
9242 4 9625 5510 2.500000 0.691912 0.400000
9245 4 2514 9634 6.000000 -2.891865 0.400000
9252 4 9634 9641 6.000000 -2.891865 0.400000
9265 4 9648 9641 6.000000 2.891865 0.400000
9268 4 9648 7635 6.000000 -8.050298 0.400000
9272 4 18748 9659 5.000000 1.400135 0.400000
9287 4 9665 9673 7.000000 2.604562 0.400000
9293 4 9673 10627 7.000000 2.604562 0.400000
9294 4 9693 9678 6.000000 -2.801077 0.400000
9295 4 9693 8103 10.000000 -1.774204 0.400000
9296 4 9693 9683 6.500000 4.575281 0.400000
9298 4 8358 9665 7.000000 4.670618 0.400000
9302 4 8290 9706 4.000000 -1.586118 0.400000
9311 4 9706 9709 4.000000 -1.586118 0.400000
9313 4 9709 9718 6.000000 -3.749842 0.400000
9324 4 6272 6265 12.000000 -2.194347 0.400000
9329 4 9326 3340 5.000000 0.269524 0.400000
9340 4 18825 8606 13.000000 -13.387912 0.400000
9342 4 4145 4148 13.500000 -13.444201 0.400000
9349 4 9735 9744 3.000000 -0.015251 0.400000
9360 4 8471 9744 6.500000 0.034388 0.400000
9363 4 18758 9755 4.000000 -0.019137 0.400000
9371 4 9755 18759 4.000000 -0.019137 0.400000
9378 4 18759 9744 4.000000 -0.019137 0.400000
9380 4 6994 6995 7.000000 0.402920 0.400000
9385 4 18763 8507 6.000000 -4.771587 0.400000
9389 4 1187 1191 14.500000 -16.541212 0.400000
9393 4 8682 6933 16.000000 14.539501 0.400000
9396 4 9775 9783 7.000000 -1.479742 0.400000
9404 4 9783 9791 7.000000 -1.479742 0.400000
9412 4 9791 9799 7.000000 -1.479742 0.400000
9420 4 9799 9801 7.000000 -1.479742 0.400000
9423 4 9801 9808 6.500000 -1.998517 0.400000
9427 4 9808 19271 6.500000 -1.998517 0.400000
9438 4 3816 9821 5.000000 -0.070902 0.400000
9439 4 9821 9834 4.000000 -0.040262 0.400000
9451 4 18771 9834 4.000000 0.040262 0.400000
9452 4 18771 5228 4.000000 -0.040262 0.400000
9457 4 9845 8768 7.000000 0.133709 0.400000
9459 4 9848 7289 5.000000 -0.133024 0.400000
9460 4 9851 19085 6.000000 -0.093668 0.400000
9464 4 9856 9863 6.000000 -1.042101 0.400000
9471 4 9863 9867 6.000000 -1.042101 0.400000
9475 4 9867 9873 5.000000 -1.514035 0.400000
9489 4 2743 9882 3.000000 -0.709398 0.400000
9491 4 2738 9894 4.000000 -0.131436 0.400000
9501 4 9894 9902 4.000000 -0.131436 0.400000
9509 4 9902 8031 4.000000 0.692586 0.400000
9511 4 10106 9873 5.000000 -1.843214 0.400000
9513 4 2743 9906 3.000000 0.901318 0.400000
9515 4 19474 8237 13.000000 2.023872 0.400000
9517 4 9912 4327 4.000000 -0.042260 0.400000
9527 4 6509 18629 7.000000 0.177511 0.400000
9535 4 3820 3816 15.000000 19.534636 0.400000
9537 4 6477 9925 5.000000 -0.024106 0.400000
9545 4 9925 9933 5.000000 -0.024106 0.400000
9553 4 9933 9940 5.000000 -0.024106 0.400000
9566 4 9947 7180 2.500000 -0.379742 0.400000
9574 4 7396 7391 9.000000 10.595347 0.400000
9575 4 7397 9956 4.000000 -0.285998 0.400000
9583 4 9956 9964 4.000000 -0.285998 0.400000
9591 4 9964 9971 4.000000 -0.285998 0.400000
9598 4 9971 9979 4.000000 -0.285998 0.400000
9606 4 9979 9985 4.000000 -0.285998 0.400000
9612 4 7391 9996 4.000000 0.441528 0.400000
9622 4 9996 10004 4.000000 0.441528 0.400000
9630 4 10004 10009 4.000000 0.441528 0.400000
9636 4 7387 7388 7.000000 -9.593297 0.400000
9641 4 10010 10014 5.000000 0.136586 0.400000
9645 4 5538 11855 3.000000 -0.005226 0.400000
9646 4 11231 7597 5.000000 -0.432791 0.400000
9650 4 18791 10025 2.000000 -0.519126 0.400000
9659 4 10025 10033 2.000000 -0.519126 0.400000
9667 4 10033 10039 2.000000 -0.519126 0.400000
9679 4 10046 7348 4.000000 -0.266891 0.400000
9683 4 10048 10053 4.000000 0.331561 0.400000
9688 4 10053 10061 4.000000 0.116456 0.400000
9696 4 10061 10069 4.000000 0.116456 0.400000
9704 4 10069 10077 4.000000 0.116456 0.400000
9712 4 10077 10078 4.000000 0.116456 0.400000
9713 4 10078 10083 5.000000 -0.026653 0.400000
9718 4 10083 9097 7.000000 -0.083294 0.400000
9720 4 5485 7755 3.000000 -0.961654 0.400000
9723 4 10053 10094 3.000000 0.215105 0.400000
9731 4 10094 10637 4.000000 -0.068873 0.400000
9752 4 10118 10125 7.000000 -4.376564 0.400000
9759 4 10125 10129 7.000000 -4.376564 0.400000
9762 4 10132 10133 9.000000 -19.765997 0.400000
9778 4 10146 10141 9.000000 0.451553 0.400000
9779 4 10153 6889 3.000000 0.028842 0.400000
9783 4 6875 3601 6.000000 -0.208856 0.400000
9786 4 6875 10157 2.000000 0.093590 0.400000
9792 4 10157 10164 6.000000 -0.210819 0.400000
9794 4 10164 10172 6.000000 -0.210819 0.400000
9802 4 10172 11095 6.000000 -0.210819 0.400000
9808 4 6888 6889 6.000000 -0.100414 0.400000
9809 4 3329 18671 20.000000 28.919794 0.400000
9811 4 3332 3329 20.000000 28.687443 0.400000
9813 4 18799 2836 7.000000 -8.128242 0.400000
9818 4 5823 5819 6.000000 -1.238239 0.400000
9821 4 969 18751 8.000000 12.232794 0.400000
9822 4 3375 18751 8.000000 -12.232794 0.400000
9824 4 6202 12763 2.000000 -0.026742 0.400000
9828 4 6199 6192 6.000000 0.133989 0.400000
9829 4 10190 18918 4.000000 -0.021198 0.400000
9831 4 18718 10190 3.500000 -0.075721 0.400000
9837 4 6812 8591 6.500000 1.694462 0.400000
9840 4 10190 10202 3.000000 -0.054523 0.400000
9847 4 10202 10210 3.000000 -0.054523 0.400000
9855 4 6699 10210 3.000000 0.054523 0.400000
9861 4 10221 7668 9.000000 1.712731 0.400000
9862 4 10221 10226 9.000000 -1.712731 0.400000
9863 4 10229 10232 5.000000 -0.393928 0.400000
9866 4 7655 7653 10.000000 1.750116 0.400000
9871 4 8938 10242 2.000000 0.163524 0.400000
9878 4 10242 18805 2.000000 0.163524 0.400000
9884 4 18805 5703 2.000000 0.163524 0.400000
9894 4 18806 7668 8.000000 -0.162003 0.400000
9896 4 7668 7666 10.000000 1.550729 0.400000
9898 4 10232 18897 4.000000 -0.518774 0.400000
9905 4 10297 10274 4.000000 0.877940 0.400000
9911 4 10274 10275 4.000000 0.877940 0.400000
9912 4 10275 10277 6.000000 1.451976 0.400000
9914 4 10275 10285 2.000000 -0.574037 0.400000
9922 4 18808 10285 2.000000 0.574037 0.400000
9933 4 7317 18808 2.000000 0.574037 0.400000
9935 4 10297 5766 4.000000 -0.877940 0.400000
9937 4 5766 5764 10.000000 -18.564537 0.400000
9939 4 9848 9845 5.000000 0.108918 0.400000
9944 4 5089 5073 11.000000 28.952976 0.400000
9947 4 9848 9940 5.000000 0.024106 0.400000
9949 4 18814 10315 3.000000 0.044172 0.400000
9957 4 10315 10320 3.000000 0.044172 0.400000
9961 4 10320 9465 2.000000 0.245364 0.400000
9962 4 9465 19474 13.000000 2.023872 0.400000
