Mouse_20110408_610x610x660um, min seglength =  50.0
609.280000 609.280000 662.000000 box dimensions in microns
30   30   30	number of tissue points in x,y,z directions
50.	outer bound distance (100. in test case)
100.	max. segment length.  (5. in test case)
4 nodsegm, max. allowed number of segments per node
3573	total number of segments
name  type   from   to   diam. rel. flow  hem.
15388 4 19406 15581 4.000000 -0.085841 0.400000
15389 4 19407 15561 4.000000 -0.088453 0.400000
15397 4 15561 19618 4.000000 -0.088453 0.400000
15417 4 15581 15583 4.000000 -0.085841 0.400000
15425 4 15593 17447 8.000000 -0.508689 0.400000
15431 4 14422 14424 5.000000 0.030860 0.400000
15434 4 14105 13905 8.000000 0.148443 0.400000
15436 4 15595 15601 5.000000 -0.125596 0.400000
15442 4 15601 15606 5.000000 -0.125596 0.400000
15447 4 15606 16418 5.000000 -0.173089 0.400000
15454 4 15595 15616 4.500000 0.080658 0.400000
15457 4 15616 15619 6.500000 0.123765 0.400000
15460 4 19408 15627 4.000000 -0.043107 0.400000
15468 4 15627 15635 4.000000 -0.043107 0.400000
15476 4 15606 19409 4.000000 0.047494 0.400000
15477 4 19409 15643 4.000000 0.047494 0.400000
15484 4 15643 15656 4.000000 0.047494 0.400000
15489 4 15595 16907 2.000000 0.044938 0.400000
15494 4 15635 12755 4.000000 -0.043107 0.400000
15498 4 19412 15665 5.000000 -2.574988 0.400000
15505 4 15665 17451 5.000000 -2.574988 0.400000
15510 4 15481 14575 6.000000 4.896115 0.400000
15513 4 19414 16894 4.000000 0.405181 0.400000
15520 4 11805 11808 4.000000 -4.918569 0.400000
15522 4 19416 15242 4.000000 1.299222 0.400000
15525 4 19540 15542 16.000000 -37.531189 0.400000
15527 4 15684 15242 6.000000 -1.341172 0.400000
15528 4 19419 14718 23.000000 177.963974 0.400000
15530 4 15693 15692 9.000000 -3.902797 0.400000
15533 4 15687 14968 8.000000 0.608756 0.400000
15536 4 14966 17742 2.000000 -0.047860 0.400000
15537 4 14304 13579 13.000000 2.336089 0.400000
15539 4 14072 19427 6.000000 0.011136 0.400000
15540 4 19427 14214 6.000000 0.011136 0.400000
15543 4 12744 19086 8.000000 -0.068876 0.400000
15550 4 19428 10350 2.000000 0.021924 0.400000
15558 4 14899 15722 6.000000 -0.127759 0.400000
15567 4 15502 12671 6.000000 -0.091971 0.400000
15569 4 15142 15139 7.000000 -0.340382 0.400000
15572 4 15142 15729 5.000000 -0.074433 0.400000
15582 4 16620 15734 4.000000 -0.215720 0.400000
15587 4 15739 11540 4.000000 -0.135750 0.400000
15590 4 19432 15748 5.000000 -0.147992 0.400000
15598 4 15748 19433 5.000000 -0.147992 0.400000
15603 4 19433 15761 5.000000 -0.147992 0.400000
15611 4 15761 10649 5.000000 -0.147992 0.400000
15615 4 19440 13166 14.000000 1.404140 0.400000
15619 4 15767 15769 14.000000 -1.404140 0.400000
15621 4 19437 19558 10.000000 -0.576520 0.400000
15625 4 19651 19649 7.000000 -0.147410 0.400000
15628 4 13519 17448 7.000000 0.436651 0.400000
15631 4 14342 19584 6.000000 0.142046 0.400000
15633 4 14334 14335 9.000000 0.234898 0.400000
15635 4 14342 16063 5.000000 0.051818 0.400000
15638 4 10180 19445 21.000000 -14.824999 0.400000
15639 4 19445 12603 21.000000 -14.824999 0.400000
15640 4 12599 13927 20.000000 12.082312 0.400000
15643 4 15786 13928 5.500000 0.373386 0.400000
15647 4 15722 15787 6.000000 -0.127759 0.400000
15648 4 15219 15795 6.000000 0.130244 0.400000
15656 4 15795 15811 6.000000 0.130244 0.400000
15672 4 15811 15816 6.000000 0.130244 0.400000
15677 4 15816 19276 6.000000 0.130244 0.400000
15684 4 15818 15826 3.000000 0.618302 0.400000
15692 4 15833 15826 3.000000 -0.618302 0.400000
15699 4 15833 15841 3.500000 -0.212436 0.400000
15707 4 15841 15842 3.500000 -0.212436 0.400000
15708 4 15867 15850 4.000000 0.857650 0.400000
15714 4 15850 15857 4.000000 0.857650 0.400000
15721 4 15857 15864 12.000000 -2.194347 0.400000
15728 4 15864 15866 12.000000 -2.194347 0.400000
15731 4 15867 15818 4.000000 -0.857650 0.400000
15734 4 15857 16730 6.000000 3.051997 0.400000
15745 4 19553 9097 11.500000 4.897138 0.400000
15756 4 15902 15894 5.000000 0.090505 0.400000
15763 4 15894 5514 5.000000 0.090505 0.400000
15773 4 15918 15911 5.000000 0.090505 0.400000
15780 4 15911 15902 5.000000 0.090505 0.400000
15788 4 15918 15919 5.000000 -0.090505 0.400000
15793 4 15920 12551 7.500000 0.143473 0.400000
15794 4 14170 15924 5.000000 -0.063875 0.400000
15798 4 15924 15929 3.000000 0.538828 0.400000
15803 4 11177 9986 6.000000 -1.366913 0.400000
15805 4 19452 15934 4.000000 -0.068545 0.400000
15807 4 15934 15957 10.000000 0.121983 0.400000
15814 4 15934 15944 6.500000 -0.190528 0.400000
15817 4 15944 19538 5.000000 -0.367836 0.400000
15820 4 19538 15453 5.000000 -0.367836 0.400000
15831 4 15957 19455 10.000000 0.121983 0.400000
15839 4 19456 16204 4.000000 0.068545 0.400000
15844 4 19456 19452 4.000000 -0.068545 0.400000
15851 4 19459 19461 6.000000 0.117939 0.400000
15855 4 15991 15593 4.000000 0.008275 0.400000
15862 4 15979 15976 7.000000 -0.767028 0.400000
15864 4 15677 15985 4.000000 0.786317 0.400000
15866 4 16011 16620 4.000000 -0.215720 0.400000
15872 4 16004 15976 9.000000 0.250064 0.400000
15873 4 15976 15593 7.000000 -0.516964 0.400000
15878 4 19469 14552 6.000000 0.242203 0.400000
15888 4 14273 16032 3.500000 -0.070312 0.400000
15894 4 16033 16041 5.000000 0.087493 0.400000
15903 4 16033 16051 4.000000 -1.891108 0.400000
15913 4 16051 14142 4.000000 -1.891108 0.400000
15917 4 16054 16061 3.000000 -0.050502 0.400000
15934 4 19584 16072 6.000000 0.142046 0.400000
15936 4 16072 19471 6.000000 0.142046 0.400000
15939 4 19471 16084 6.000000 0.142046 0.400000
15947 4 16084 19298 6.000000 0.142046 0.400000
15952 4 14342 14335 7.000000 -0.193864 0.400000
15955 4 16063 14923 5.000000 0.051818 0.400000
15960 4 15687 15702 6.000000 -0.264258 0.400000
15961 4 19478 16095 5.000000 -0.184720 0.400000
15969 4 16095 16102 5.000000 -0.184720 0.400000
15976 4 16102 16103 5.000000 -0.184720 0.400000
15977 4 16145 16109 3.000000 -0.007198 0.400000
15982 4 16109 16117 6.000000 0.070138 0.400000
15990 4 16117 16126 6.000000 0.070138 0.400000
16000 4 16126 19479 6.000000 0.070138 0.400000
16003 4 19479 16135 6.000000 0.070138 0.400000
16004 4 16135 16148 7.000000 -0.007198 0.400000
16006 4 16150 16145 3.000000 -0.007198 0.400000
16019 4 16150 16152 3.000000 0.007198 0.400000
16020 4 16152 16161 4.000000 0.003394 0.400000
16029 4 16161 16170 4.000000 0.003394 0.400000
16038 4 16170 16148 4.000000 0.003394 0.400000
16045 4 16178 19481 2.500000 0.044353 0.400000
16046 4 19481 11419 2.500000 0.044353 0.400000
16053 4 8744 14617 3.000000 0.196670 0.400000
16060 4 9478 12143 5.500000 -0.209098 0.400000
16061 4 13912 16199 4.000000 -0.068545 0.400000
16070 4 16199 16204 4.000000 -0.068545 0.400000
16077 4 14510 14493 6.500000 1.636899 0.400000
16079 4 13589 15001 7.000000 0.190061 0.400000
16084 4 14389 19485 4.000000 0.063157 0.400000
16085 4 19485 16214 4.000000 0.063157 0.400000
16093 4 13764 16220 7.000000 -1.512361 0.400000
16099 4 16220 16223 7.000000 -1.512361 0.400000
16102 4 16223 16477 4.000000 -2.336860 0.400000
16106 4 16228 16768 5.000000 -3.074092 0.400000
16109 4 13773 15214 4.000000 -0.199717 0.400000
16113 4 19487 16228 5.000000 -1.443970 0.400000
16114 4 19487 16241 5.000000 1.443970 0.400000
16121 4 16241 16249 5.000000 1.443970 0.400000
16129 4 16249 14491 5.000000 1.443970 0.400000
16134 4 10180 8766 19.000000 16.471889 0.400000
16137 4 12585 12603 4.500000 1.588326 0.400000
16143 4 16256 16257 5.000000 -0.512135 0.400000
16144 4 16257 16268 5.000000 -0.184223 0.400000
16158 4 16268 16275 5.000000 -0.184223 0.400000
16161 4 16257 13599 2.000000 -0.327912 0.400000
16168 4 16280 16283 9.500000 32.658264 0.400000
16171 4 12308 16285 6.000000 -24.917896 0.400000
16173 4 13599 16294 5.000000 -0.206691 0.400000
16182 4 16294 15693 5.000000 -0.206691 0.400000
16192 4 15690 15692 10.500000 3.890692 0.400000
16194 4 12203 12204 11.000000 -6.292465 0.400000
16195 4 15692 19575 5.000000 -0.012105 0.400000
16199 4 16304 17374 4.000000 -0.020318 0.400000
16203 4 13650 19492 7.000000 -0.205078 0.400000
16207 4 16319 16322 2.000000 -0.139160 0.400000
16211 4 16024 13650 4.000000 0.079776 0.400000
16213 4 14211 14209 7.000000 0.047995 0.400000
16220 4 13633 13638 9.000000 -0.589907 0.400000
16228 4 16339 16335 6.000000 -4.023889 0.400000
16232 4 16339 16345 2.000000 3.105690 0.400000
16241 4 19497 16355 4.000000 0.918199 0.400000
16251 4 16355 17536 4.000000 0.918199 0.400000
16253 4 11805 11804 7.000000 5.053467 0.400000
16255 4 16360 13493 9.500000 -11.640987 0.400000
16256 4 16360 16368 5.000000 7.910036 0.400000
16264 4 16368 17495 5.000000 7.910036 0.400000
16269 4 16396 16379 6.000000 -0.027603 0.400000
16275 4 16379 16387 6.000000 -0.027603 0.400000
16283 4 16387 16395 6.000000 -0.027603 0.400000
16291 4 16395 16405 6.000000 -0.027603 0.400000
16300 4 16405 19502 6.000000 -0.027603 0.400000
16310 4 16411 16418 5.000000 0.173089 0.400000
16318 4 16438 16427 5.000000 -0.115635 0.400000
16326 4 16427 14334 5.000000 -0.115635 0.400000
16328 4 16434 16440 5.000000 0.115635 0.400000
16333 4 16434 16438 5.000000 -0.115635 0.400000
16340 4 16440 16444 5.000000 0.115635 0.400000
16346 4 15684 19597 4.000000 0.852513 0.400000
16352 4 15242 19286 2.000000 -0.041950 0.400000
16355 4 13626 16477 4.000000 2.336860 0.400000
16366 4 16456 16461 8.000000 3.923985 0.400000
16374 4 16461 16470 5.000000 2.016454 0.400000
16377 4 16470 19672 5.000000 2.016454 0.400000
16387 4 19505 16491 4.000000 -0.312154 0.400000
16397 4 16491 19506 4.000000 -0.312154 0.400000
16402 4 19506 12708 4.000000 -0.312154 0.400000
16404 4 16480 16505 3.500000 -0.029408 0.400000
16412 4 16505 16513 3.500000 -0.029408 0.400000
16420 4 13578 16513 3.500000 0.029408 0.400000
16422 4 16480 16515 7.000000 0.341563 0.400000
16424 4 16515 16523 3.000000 0.059452 0.400000
16432 4 16523 16525 3.000000 0.059452 0.400000
16434 4 16535 16515 3.500000 -0.282111 0.400000
16436 4 16525 16531 8.000000 -0.385603 0.400000
16438 4 14827 16525 6.000000 -0.445055 0.400000
16441 4 16480 19505 4.000000 -0.312154 0.400000
16445 4 10847 16550 4.000000 1.396687 0.400000
16456 4 16550 16559 4.000000 1.396687 0.400000
16465 4 16559 19510 4.000000 1.396687 0.400000
16469 4 19510 16571 4.000000 1.396687 0.400000
16477 4 16571 16572 4.000000 1.396687 0.400000
16480 4 11825 16573 3.000000 0.161282 0.400000
16485 4 14375 16589 4.000000 -0.176861 0.400000
16495 4 16589 16599 4.000000 -0.176861 0.400000
16505 4 15059 16609 2.000000 0.311320 0.400000
16515 4 16609 13995 2.000000 0.311320 0.400000
16518 4 16599 17714 4.000000 -0.176861 0.400000
16522 4 14330 16613 3.000000 0.045680 0.400000
16528 4 15985 15979 6.000000 -0.396395 0.400000
16532 4 16624 16623 5.000000 1.200624 0.400000
16536 4 16011 15985 6.000000 -1.326967 0.400000
16537 4 15729 15734 6.000000 0.018514 0.400000
16541 4 16624 16285 4.000000 0.342063 0.400000
16542 4 15729 17350 5.500000 -0.092947 0.400000
16546 4 19567 16881 5.000000 -0.144254 0.400000
16550 4 16635 11343 3.500000 0.076574 0.400000
16555 4 16640 16648 4.000000 -0.050789 0.400000
16556 4 16640 13879 6.000000 0.309324 0.400000
16557 4 16640 16684 4.000000 -0.132015 0.400000
16571 4 16655 16648 4.000000 0.050789 0.400000
16572 4 16655 16665 5.000000 -0.177308 0.400000
16582 4 16665 16676 5.000000 -0.177308 0.400000
16593 4 16676 15944 5.000000 -0.177308 0.400000
16609 4 8748 16684 4.000000 0.132015 0.400000
16610 4 16640 16715 5.000000 -0.126519 0.400000
16613 4 16655 16706 5.000000 0.126519 0.400000
16624 4 16706 16715 5.000000 0.126519 0.400000
16637 4 13875 13879 13.000000 -6.668008 0.400000
16644 4 14072 14069 7.000000 -0.063264 0.400000
16645 4 16024 14211 2.500000 -0.015929 0.400000
16646 4 16724 14214 8.000000 0.052788 0.400000
16668 4 15363 19536 4.000000 1.475952 0.400000
16669 4 19536 15818 4.000000 1.475952 0.400000
16671 4 13394 15461 4.000000 0.322909 0.400000
16674 4 15464 17090 4.000000 0.174237 0.400000
16677 4 19621 15542 6.000000 -39.212093 0.400000
16678 4 8333 18984 12.000000 19.014338 0.400000
16680 4 16478 14137 10.000000 61.220688 0.400000
16682 4 16223 16742 3.000000 0.824499 0.400000
16685 4 16742 16572 5.000000 -0.050118 0.400000
16692 4 16742 17772 5.000000 0.874617 0.400000
16693 4 14137 14141 6.000000 37.405174 0.400000
16697 4 13657 9768 5.000000 0.197144 0.400000
16705 4 9768 9071 7.000000 1.143452 0.400000
16706 4 14141 16761 6.000000 5.304767 0.400000
16710 4 16768 16761 5.000000 -3.074092 0.400000
16718 4 11050 16285 6.000000 24.575832 0.400000
16726 4 19555 13739 4.000000 -0.062464 0.400000
16729 4 16778 16786 4.000000 -0.062464 0.400000
16737 4 16786 19555 4.000000 -0.062464 0.400000
16752 4 16796 16797 6.000000 -0.251683 0.400000
16759 4 8757 8756 9.000000 -0.991909 0.400000
16760 4 8757 16808 5.000000 1.113892 0.400000
16769 4 16815 14833 4.000000 0.376568 0.400000
16779 4 19560 16815 4.000000 -0.092591 0.400000
16780 4 19560 16828 4.000000 0.092591 0.400000
16791 4 16828 14832 4.000000 0.092591 0.400000
16795 4 14833 14832 4.000000 -0.349132 0.400000
16798 4 16836 16815 3.000000 0.469159 0.400000
16802 4 16836 12518 2.000000 -0.784815 0.400000
16806 4 16843 16836 4.000000 -0.315656 0.400000
16809 4 13927 12603 20.000000 12.958961 0.400000
16813 4 16847 16858 9.000000 -5.872150 0.400000
16816 4 16858 16860 9.000000 -5.872150 0.400000
16827 4 13787 16862 5.000000 -0.041805 0.400000
16831 4 19566 13220 5.000000 0.088805 0.400000
16833 4 9069 19094 2.500000 -0.082773 0.400000
16834 4 16871 19566 5.000000 0.088805 0.400000
16845 4 16881 15145 5.000000 -0.144254 0.400000
16854 4 19567 15985 5.000000 0.144254 0.400000
16859 4 15677 19414 4.000000 0.405181 0.400000
16862 4 16005 16894 4.000000 -0.405181 0.400000
16866 4 15130 15677 4.500000 1.191499 0.400000
16867 4 16005 15979 15.000000 2.261168 0.400000
16870 4 12755 19569 3.000000 -0.067721 0.400000
16877 4 16916 16135 4.000000 -0.077335 0.400000
16886 4 16916 16918 4.000000 0.077335 0.400000
16888 4 16918 16921 6.500000 -0.035732 0.400000
16890 4 16152 16928 3.000000 0.003804 0.400000
16896 4 16928 16935 3.000000 0.003804 0.400000
16903 4 16935 16148 3.000000 0.003804 0.400000
16908 4 16109 16942 4.000000 -0.077335 0.400000
16910 4 13856 16951 2.000000 0.060514 0.400000
16919 4 16951 16956 2.000000 0.060514 0.400000
16928 4 15924 16967 4.000000 -0.602703 0.400000
16939 4 16967 16975 4.000000 -0.602703 0.400000
16947 4 16975 14147 4.000000 -0.602703 0.400000
16949 4 16977 14170 3.000000 -0.573296 0.400000
16959 4 19571 16993 5.000000 2.016454 0.400000
16965 4 16993 16846 5.000000 2.016454 0.400000
16968 4 19575 17618 5.000000 -0.012105 0.400000
16973 4 15690 15010 15.000000 -3.766066 0.400000
16975 4 17002 15690 4.000000 0.124627 0.400000
16976 4 17002 17003 4.500000 -0.155093 0.400000
16977 4 19579 17011 3.000000 0.030467 0.400000
16985 4 17011 17018 3.000000 0.030467 0.400000
16992 4 17018 17027 2.000000 0.018362 0.400000
17001 4 14999 17027 2.000000 -0.018362 0.400000
17003 4 17029 16304 12.000000 -3.716424 0.400000
17005 4 16304 15693 12.000000 -3.696106 0.400000
17009 4 17030 19502 6.000000 0.027603 0.400000
17011 4 11673 19088 6.000000 0.133169 0.400000
17016 4 9208 17036 5.000000 -0.219372 0.400000
17020 4 14808 17044 5.000000 0.022817 0.400000
17028 4 17044 17052 5.000000 0.022817 0.400000
17036 4 17052 10651 5.000000 0.022817 0.400000
17039 4 19017 17056 5.000000 0.168526 0.400000
17041 4 19586 17064 5.000000 0.114305 0.400000
17049 4 17064 17360 5.000000 0.114305 0.400000
17050 4 17072 17088 5.000000 0.063847 0.400000
17054 4 17072 17074 5.000000 -0.063847 0.400000
17057 4 19647 17074 5.000000 0.110136 0.400000
17058 4 19647 17085 5.000000 -0.110136 0.400000
17066 4 17074 16322 4.000000 0.046288 0.400000
17068 4 16319 19492 7.000000 0.205078 0.400000
17072 4 17088 16024 5.000000 0.063847 0.400000
17085 4 17097 17103 6.000000 0.553640 0.400000
17090 4 17103 17106 6.000000 0.395453 0.400000
17094 4 15453 15464 5.500000 1.041898 0.400000
17096 4 15451 15453 9.500000 1.409734 0.400000
17098 4 15979 19807 12.500000 2.631800 0.400000
17101 4 19595 17116 6.500000 0.161190 0.400000
17104 4 17116 17117 7.000000 0.112315 0.400000
17105 4 17117 17141 5.000000 0.085609 0.400000
17110 4 19595 14329 6.500000 -0.161190 0.400000
17111 4 19594 17130 5.000000 -0.028021 0.400000
17119 4 17130 17137 5.000000 -0.028021 0.400000
17134 4 19596 14329 6.000000 0.133169 0.400000
17136 4 17116 17149 4.000000 0.048875 0.400000
17144 4 17149 17151 4.000000 0.048875 0.400000
17147 4 19597 17575 4.000000 0.852513 0.400000
17148 4 17574 15684 4.000000 -0.488659 0.400000
17154 4 17159 10132 5.000000 -6.446976 0.400000
17158 4 17159 17167 3.000000 0.677528 0.400000
17166 4 17167 17175 3.000000 0.677528 0.400000
17174 4 17175 17177 3.000000 0.677528 0.400000
17176 4 17159 17184 5.000000 5.769448 0.400000
17183 4 17184 17187 5.000000 5.769448 0.400000
17186 4 19604 17195 5.000000 -0.202705 0.400000
17194 4 17195 17203 5.000000 -0.202705 0.400000
17202 4 17203 19697 5.000000 -0.202705 0.400000
17206 4 13889 13896 9.000000 -4.457908 0.400000
17208 4 19605 17217 5.000000 -0.169286 0.400000
17216 4 16918 17155 4.000000 0.113067 0.400000
17223 4 19608 15437 16.000000 2.379714 0.400000
17224 4 19608 15444 16.000000 -2.379714 0.400000
17225 4 16921 17226 5.000000 0.003681 0.400000
17229 4 17226 13975 4.000000 -0.071400 0.400000
17238 4 19830 16921 4.000000 0.039413 0.400000
17241 4 17226 17241 3.500000 0.075081 0.400000
17248 4 17155 17246 4.000000 -0.050827 0.400000
17253 4 19611 15444 5.000000 0.085609 0.400000
17261 4 17256 19611 5.000000 0.085609 0.400000
17262 4 17256 17141 5.000000 -0.085609 0.400000
17269 4 17262 14030 5.000000 -2.709199 0.400000
17273 4 17266 16531 6.000000 0.312980 0.400000
17278 4 16531 17273 3.000000 -0.072623 0.400000
17285 4 16846 16847 16.000000 5.039407 0.400000
17286 4 6957 17313 7.000000 17.161427 0.400000
17288 4 17276 17283 7.000000 -17.161427 0.400000
17295 4 17283 17291 7.000000 -17.161427 0.400000
17303 4 17291 17299 7.000000 -17.161427 0.400000
17311 4 17299 17307 7.000000 -17.161427 0.400000
17319 4 17307 17313 7.000000 -17.161427 0.400000
17327 4 16461 17319 3.000000 1.907531 0.400000
17333 4 17319 17322 3.000000 1.676384 0.400000
17341 4 17327 17336 7.000000 -1.059155 0.400000
17353 4 17343 17089 4.000000 0.051361 0.400000
17356 4 17343 17346 3.000000 0.085140 0.400000
17359 4 17346 17350 6.000000 0.199445 0.400000
17363 4 17346 17360 5.000000 -0.114305 0.400000
17371 4 17089 17368 4.500000 -0.145846 0.400000
17379 4 14987 17368 4.500000 0.145846 0.400000
17380 4 14998 17374 4.000000 0.020318 0.400000
17388 4 14998 14999 5.000000 -0.089229 0.400000
17389 4 14999 19617 3.000000 -0.070867 0.400000
17393 4 19617 17388 3.000000 -0.070867 0.400000
17402 4 19618 17763 4.000000 -0.088453 0.400000
17411 4 7752 8866 15.000000 -18.022076 0.400000
17413 4 19619 17792 4.000000 -0.231147 0.400000
17417 4 17398 17406 8.000000 0.058685 0.400000
17421 4 17805 19620 5.000000 -0.172462 0.400000
17425 4 19620 17398 5.000000 -0.172462 0.400000
17427 4 17423 17421 5.000000 -2.672436 0.400000
17435 4 17423 17433 5.000000 2.672436 0.400000
17444 4 17433 19621 6.000000 -39.212093 0.400000
17448 4 17421 15130 5.000000 -2.672436 0.400000
17455 4 17433 17445 7.000000 41.884529 0.400000
17467 4 19622 13520 7.500000 -0.021426 0.400000
17470 4 17451 17456 5.000000 -3.730951 0.400000
17472 4 17451 17470 4.000000 1.155963 0.400000
17477 4 17456 19623 5.000000 -3.730951 0.400000
17483 4 19623 16360 5.000000 -3.730951 0.400000
17492 4 17470 17481 4.000000 1.155963 0.400000
17503 4 17481 17487 4.000000 1.155963 0.400000
17512 4 17491 17487 5.000000 -0.070758 0.400000
17517 4 17491 17103 5.500000 -0.158186 0.400000
17519 4 17491 17501 4.000000 0.228944 0.400000
17526 4 19626 19627 6.000000 -1.085204 0.400000
17533 4 19627 17487 6.000000 -1.085204 0.400000
17538 4 17097 17090 6.000000 -0.553640 0.400000
17541 4 17511 17709 6.000000 0.402690 0.400000
17544 4 17514 17030 7.000000 -0.240153 0.400000
17545 4 17514 17522 6.000000 0.242203 0.400000
17553 4 17522 19469 6.000000 0.242203 0.400000
17556 4 14226 19633 8.000000 -0.212158 0.400000
17557 4 19632 17532 6.000000 0.210108 0.400000
17566 4 17532 17533 6.000000 0.210108 0.400000
17569 4 19633 19237 8.000000 -0.212158 0.400000
17574 4 17536 15507 4.000000 0.918199 0.400000
17581 4 13875 10927 13.000000 6.863177 0.400000
17585 4 19706 17550 5.500000 0.643206 0.400000
17586 4 13880 17558 4.000000 -0.075817 0.400000
17594 4 17558 17559 4.000000 -0.075817 0.400000
17596 4 8757 19455 10.000000 -0.121983 0.400000
17598 4 19396 17562 5.000000 -0.223246 0.400000
17600 4 17562 17565 5.000000 -0.223246 0.400000
17606 4 12200 12199 13.000000 9.209254 0.400000
17607 4 14141 14142 10.000000 32.100407 0.400000
17614 4 15010 14304 14.500000 1.494753 0.400000
17618 4 15481 19412 5.000000 -2.574988 0.400000
17620 4 15481 15478 7.000000 -2.321126 0.400000
17622 4 19640 15478 4.000000 0.488659 0.400000
17623 4 19640 17574 4.000000 -0.488659 0.400000
17635 4 13879 13880 9.500000 -6.358685 0.400000
17636 4 17217 17584 4.000000 -0.082073 0.400000
17645 4 17217 17589 2.500000 -0.087212 0.400000
17650 4 13883 13884 8.000000 -6.080163 0.400000
17652 4 17597 17594 3.500000 0.040743 0.400000
17657 4 14072 17594 9.000000 0.052128 0.400000
17660 4 17594 16322 5.000000 0.092872 0.400000
17666 4 17018 17606 5.000000 0.012105 0.400000
17669 4 17606 17612 5.000000 0.012105 0.400000
17675 4 17612 17618 5.000000 0.012105 0.400000
17682 4 19569 17625 3.000000 -0.067721 0.400000
17690 4 17627 12751 4.000000 0.074357 0.400000
17693 4 15267 17636 4.000000 0.153075 0.400000
17707 4 19648 13650 6.500000 -0.284855 0.400000
17708 4 16319 17877 3.500000 -0.065918 0.400000
17711 4 19651 15775 7.000000 0.147410 0.400000
17713 4 17841 19652 5.000000 0.398707 0.400000
17718 4 19652 15273 5.000000 0.398707 0.400000
17722 4 15273 17648 7.000000 -0.056980 0.400000
17725 4 17660 16004 5.000000 0.132126 0.400000
17727 4 17652 17660 5.000000 0.132126 0.400000
17736 4 17764 17668 7.000000 0.894562 0.400000
17743 4 17668 11511 7.000000 0.894562 0.400000
17750 4 17902 17681 5.000000 0.195169 0.400000
17756 4 17681 17688 5.000000 0.195169 0.400000
17763 4 17688 17695 5.000000 0.195169 0.400000
17770 4 17695 17701 5.000000 0.195169 0.400000
17780 4 17511 17707 11.000000 -0.782093 0.400000
17781 4 17707 17809 7.000000 -0.846071 0.400000
17786 4 17511 17090 12.000000 0.379403 0.400000
17790 4 15245 15299 6.000000 -0.153722 0.400000
17793 4 19437 15299 10.000000 0.576520 0.400000
17801 4 16478 19665 11.000000 -137.963974 0.400000
17803 4 15444 15450 11.000000 -2.130211 0.400000
17805 4 11115 11117 7.000000 -0.155649 0.400000
17807 4 17717 14379 5.500000 -0.304409 0.400000
17811 4 19665 15036 11.000000 -137.963974 0.400000
17815 4 19667 11050 8.000000 -5.633467 0.400000
17816 4 19667 11045 8.000000 5.633467 0.400000
17819 4 16572 17322 4.000000 1.346569 0.400000
17823 4 19672 19571 5.000000 2.016454 0.400000
17824 4 14827 12599 21.500000 11.356611 0.400000
17825 4 19673 17729 6.000000 -5.720273 0.400000
17832 4 17729 17733 6.000000 -5.720273 0.400000
17836 4 17733 9718 6.000000 3.749842 0.400000
17843 4 17741 17733 9.000000 9.470116 0.400000
17846 4 13175 19419 23.000000 177.963974 0.400000
17849 4 17743 19677 6.000000 0.344498 0.400000
17857 4 19679 19677 6.000000 -0.344498 0.400000
17861 4 15523 17762 3.000000 -0.026706 0.400000
17866 4 15145 15142 6.000000 -0.414815 0.400000
17871 4 17117 17762 3.000000 0.026706 0.400000
17878 4 17764 17765 7.000000 -0.894562 0.400000
17888 4 17773 15883 8.000000 2.383022 0.400000
17890 4 14243 13739 13.000000 5.129505 0.400000
17891 4 17775 14243 7.000000 2.882983 0.400000
17894 4 17777 17343 5.000000 0.136501 0.400000
17901 4 17322 19688 17.000000 3.022953 0.400000
17902 4 19688 16846 17.000000 3.022953 0.400000
17903 4 16847 14827 21.000000 10.911557 0.400000
17919 4 17792 17802 4.000000 -0.231147 0.400000
17929 4 17802 17319 4.000000 -0.231147 0.400000
17939 4 17806 17350 3.500000 -0.106498 0.400000
17945 4 17707 17815 4.000000 0.063979 0.400000
17955 4 13880 13883 14.000000 -6.282868 0.400000
17960 4 13897 17816 8.000000 -5.412639 0.400000
17964 4 19697 19698 5.000000 -0.202705 0.400000
17968 4 19698 17833 5.000000 -0.202705 0.400000
17976 4 17833 17840 5.000000 -0.202705 0.400000
17988 4 17845 15775 4.000000 -0.075234 0.400000
17990 4 15775 17849 4.000000 0.072175 0.400000
17994 4 17873 13638 6.000000 0.305052 0.400000
17998 4 17879 17858 6.000000 0.305052 0.400000
18004 4 17858 17866 6.000000 0.305052 0.400000
18016 4 17873 17866 6.000000 -0.305052 0.400000
18024 4 17879 17878 6.000000 -0.305052 0.400000
18026 4 17030 17884 5.500000 -0.267755 0.400000
18031 4 17884 19702 7.000000 -0.694535 0.400000
18036 4 19702 17897 7.000000 -0.694535 0.400000
18042 4 17884 17932 9.500000 0.426780 0.400000
18046 4 11349 11347 11.500000 1.350791 0.400000
18050 4 13884 15507 3.000000 -0.274993 0.400000
18058 4 17898 17902 5.000000 0.195169 0.400000
18063 4 13865 17913 5.000000 -0.164312 0.400000
18075 4 16895 17501 13.000000 -1.314149 0.400000
18076 4 16895 16005 18.500000 1.855986 0.400000
18077 4 16478 15542 7.000000 76.743279 0.400000
18080 4 15010 14491 6.000000 -5.260819 0.400000
18085 4 17913 17914 5.000000 -0.164312 0.400000
18087 4 17916 15245 4.000000 0.054867 0.400000
18090 4 17919 17928 4.500000 0.115058 0.400000
18099 4 17928 17932 4.500000 0.115058 0.400000
18104 4 14718 15036 23.000000 177.963974 0.400000
